evidence_id,artifact_type,provenance,source_path,run_relative_source_path,locator_type,locator,source_locator,source_object_id,source_sequence,source_turn,source_attempt,description,referenced_outputs_json,referenced_sections_json,referenced_outputs_sections,resolution_status
mock-44910-42ec35c5-evt-002908,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2908,seq=2908,mock-44910-42ec35c5-evt-002908,2908,167,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002909,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2909,seq=2909,mock-44910-42ec35c5-evt-002909,2909,167,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000291,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=291,seq=291,mock-44910-42ec35c5-evt-000291,291,18,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002910,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2910,seq=2910,mock-44910-42ec35c5-evt-002910,2910,167,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002911,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2911,seq=2911,mock-44910-42ec35c5-evt-002911,2911,167,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002912,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2912,seq=2912,mock-44910-42ec35c5-evt-002912,2912,167,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002913,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2913,seq=2913,mock-44910-42ec35c5-evt-002913,2913,167,,PROPERTY_MORTGAGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002914,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2914,seq=2914,mock-44910-42ec35c5-evt-002914,2914,167,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002915,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2915,seq=2915,mock-44910-42ec35c5-evt-002915,2915,167,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002916,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2916,seq=2916,mock-44910-42ec35c5-evt-002916,2916,167,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002917,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2917,seq=2917,mock-44910-42ec35c5-evt-002917,2917,167,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002918,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2918,seq=2918,mock-44910-42ec35c5-evt-002918,2918,167,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002919,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2919,seq=2919,mock-44910-42ec35c5-evt-002919,2919,167,,HOUSE_BUILT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000292,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=292,seq=292,mock-44910-42ec35c5-evt-000292,292,18,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002920,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2920,seq=2920,mock-44910-42ec35c5-evt-002920,2920,167,,HOUSE_BUILT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002921,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2921,seq=2921,mock-44910-42ec35c5-evt-002921,2921,167,,HOUSE_BUILT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002922,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2922,seq=2922,mock-44910-42ec35c5-evt-002922,2922,167,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002923,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2923,seq=2923,mock-44910-42ec35c5-evt-002923,2923,167,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002924,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2924,seq=2924,mock-44910-42ec35c5-evt-002924,2924,167,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002925,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2925,seq=2925,mock-44910-42ec35c5-evt-002925,2925,167,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002926,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2926,seq=2926,mock-44910-42ec35c5-evt-002926,2926,167,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002927,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2927,seq=2927,mock-44910-42ec35c5-evt-002927,2927,168,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002928,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2928,seq=2928,mock-44910-42ec35c5-evt-002928,2928,168,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002929,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2929,seq=2929,mock-44910-42ec35c5-evt-002929,2929,168,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000293,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=293,seq=293,mock-44910-42ec35c5-evt-000293,293,18,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002930,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2930,seq=2930,mock-44910-42ec35c5-evt-002930,2930,168,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002931,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2931,seq=2931,mock-44910-42ec35c5-evt-002931,2931,168,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002932,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2932,seq=2932,mock-44910-42ec35c5-evt-002932,2932,168,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002933,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2933,seq=2933,mock-44910-42ec35c5-evt-002933,2933,168,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002934,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2934,seq=2934,mock-44910-42ec35c5-evt-002934,2934,168,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002935,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2935,seq=2935,mock-44910-42ec35c5-evt-002935,2935,168,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002936,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2936,seq=2936,mock-44910-42ec35c5-evt-002936,2936,168,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002937,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2937,seq=2937,mock-44910-42ec35c5-evt-002937,2937,168,,PROPERTY_UNMORTGAGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002938,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2938,seq=2938,mock-44910-42ec35c5-evt-002938,2938,168,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002939,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2939,seq=2939,mock-44910-42ec35c5-evt-002939,2939,168,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000294,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=294,seq=294,mock-44910-42ec35c5-evt-000294,294,18,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002940,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2940,seq=2940,mock-44910-42ec35c5-evt-002940,2940,168,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002941,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2941,seq=2941,mock-44910-42ec35c5-evt-002941,2941,168,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002942,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2942,seq=2942,mock-44910-42ec35c5-evt-002942,2942,168,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002943,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2943,seq=2943,mock-44910-42ec35c5-evt-002943,2943,168,,PROPERTY_UNMORTGAGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002944,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2944,seq=2944,mock-44910-42ec35c5-evt-002944,2944,168,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002945,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2945,seq=2945,mock-44910-42ec35c5-evt-002945,2945,168,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002946,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2946,seq=2946,mock-44910-42ec35c5-evt-002946,2946,168,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002947,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2947,seq=2947,mock-44910-42ec35c5-evt-002947,2947,168,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002948,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2948,seq=2948,mock-44910-42ec35c5-evt-002948,2948,168,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002949,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2949,seq=2949,mock-44910-42ec35c5-evt-002949,2949,169,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000295,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=295,seq=295,mock-44910-42ec35c5-evt-000295,295,18,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002950,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2950,seq=2950,mock-44910-42ec35c5-evt-002950,2950,169,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002951,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2951,seq=2951,mock-44910-42ec35c5-evt-002951,2951,169,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002952,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2952,seq=2952,mock-44910-42ec35c5-evt-002952,2952,169,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002953,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2953,seq=2953,mock-44910-42ec35c5-evt-002953,2953,169,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002954,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2954,seq=2954,mock-44910-42ec35c5-evt-002954,2954,169,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002955,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2955,seq=2955,mock-44910-42ec35c5-evt-002955,2955,169,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002956,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2956,seq=2956,mock-44910-42ec35c5-evt-002956,2956,169,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002957,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2957,seq=2957,mock-44910-42ec35c5-evt-002957,2957,170,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002958,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2958,seq=2958,mock-44910-42ec35c5-evt-002958,2958,170,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002959,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2959,seq=2959,mock-44910-42ec35c5-evt-002959,2959,170,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000296,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=296,seq=296,mock-44910-42ec35c5-evt-000296,296,18,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002960,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2960,seq=2960,mock-44910-42ec35c5-evt-002960,2960,170,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002961,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2961,seq=2961,mock-44910-42ec35c5-evt-002961,2961,170,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002962,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2962,seq=2962,mock-44910-42ec35c5-evt-002962,2962,170,,RENT_PAID event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002963,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2963,seq=2963,mock-44910-42ec35c5-evt-002963,2963,170,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002964,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2964,seq=2964,mock-44910-42ec35c5-evt-002964,2964,170,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002965,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2965,seq=2965,mock-44910-42ec35c5-evt-002965,2965,170,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002966,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2966,seq=2966,mock-44910-42ec35c5-evt-002966,2966,170,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002967,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2967,seq=2967,mock-44910-42ec35c5-evt-002967,2967,170,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002968,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2968,seq=2968,mock-44910-42ec35c5-evt-002968,2968,171,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002969,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2969,seq=2969,mock-44910-42ec35c5-evt-002969,2969,171,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000297,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=297,seq=297,mock-44910-42ec35c5-evt-000297,297,19,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002970,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2970,seq=2970,mock-44910-42ec35c5-evt-002970,2970,171,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002971,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2971,seq=2971,mock-44910-42ec35c5-evt-002971,2971,171,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002972,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2972,seq=2972,mock-44910-42ec35c5-evt-002972,2972,171,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002973,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2973,seq=2973,mock-44910-42ec35c5-evt-002973,2973,171,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002974,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2974,seq=2974,mock-44910-42ec35c5-evt-002974,2974,171,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002975,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2975,seq=2975,mock-44910-42ec35c5-evt-002975,2975,171,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002976,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2976,seq=2976,mock-44910-42ec35c5-evt-002976,2976,171,,PROPERTY_MORTGAGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002977,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2977,seq=2977,mock-44910-42ec35c5-evt-002977,2977,171,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002978,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2978,seq=2978,mock-44910-42ec35c5-evt-002978,2978,171,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002979,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2979,seq=2979,mock-44910-42ec35c5-evt-002979,2979,171,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000298,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=298,seq=298,mock-44910-42ec35c5-evt-000298,298,19,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002980,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2980,seq=2980,mock-44910-42ec35c5-evt-002980,2980,171,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002981,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2981,seq=2981,mock-44910-42ec35c5-evt-002981,2981,171,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002982,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2982,seq=2982,mock-44910-42ec35c5-evt-002982,2982,171,,HOUSE_BUILT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002983,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2983,seq=2983,mock-44910-42ec35c5-evt-002983,2983,171,,HOUSE_BUILT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002984,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2984,seq=2984,mock-44910-42ec35c5-evt-002984,2984,171,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002985,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2985,seq=2985,mock-44910-42ec35c5-evt-002985,2985,171,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002986,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2986,seq=2986,mock-44910-42ec35c5-evt-002986,2986,171,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002987,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2987,seq=2987,mock-44910-42ec35c5-evt-002987,2987,171,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002988,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2988,seq=2988,mock-44910-42ec35c5-evt-002988,2988,171,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002989,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2989,seq=2989,mock-44910-42ec35c5-evt-002989,2989,172,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000299,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=299,seq=299,mock-44910-42ec35c5-evt-000299,299,19,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002990,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2990,seq=2990,mock-44910-42ec35c5-evt-002990,2990,172,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002991,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2991,seq=2991,mock-44910-42ec35c5-evt-002991,2991,172,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002992,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2992,seq=2992,mock-44910-42ec35c5-evt-002992,2992,172,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002993,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2993,seq=2993,mock-44910-42ec35c5-evt-002993,2993,172,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002994,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2994,seq=2994,mock-44910-42ec35c5-evt-002994,2994,172,,RENT_PAID event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002995,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2995,seq=2995,mock-44910-42ec35c5-evt-002995,2995,172,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002996,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2996,seq=2996,mock-44910-42ec35c5-evt-002996,2996,172,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002997,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2997,seq=2997,mock-44910-42ec35c5-evt-002997,2997,172,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002998,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2998,seq=2998,mock-44910-42ec35c5-evt-002998,2998,172,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-002999,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=2999,seq=2999,mock-44910-42ec35c5-evt-002999,2999,172,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000003,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3,seq=3,mock-44910-42ec35c5-evt-000003,3,0,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000030,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=30,seq=30,mock-44910-42ec35c5-evt-000030,30,2,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000300,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=300,seq=300,mock-44910-42ec35c5-evt-000300,300,19,,SENT_TO_JAIL event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003000,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3000,seq=3000,mock-44910-42ec35c5-evt-003000,3000,173,,TURN_STARTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003001,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3001,seq=3001,mock-44910-42ec35c5-evt-003001,3001,173,,DICE_ROLLED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003002,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3002,seq=3002,mock-44910-42ec35c5-evt-003002,3002,173,,PLAYER_MOVED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003003,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3003,seq=3003,mock-44910-42ec35c5-evt-003003,3003,173,,LLM_DECISION_REQUESTED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003004,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3004,seq=3004,mock-44910-42ec35c5-evt-003004,3004,173,,LLM_DECISION_RESPONSE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003005,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3005,seq=3005,mock-44910-42ec35c5-evt-003005,3005,173,,LLM_PUBLIC_MESSAGE event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003006,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3006,seq=3006,mock-44910-42ec35c5-evt-003006,3006,173,,LLM_PRIVATE_THOUGHT event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003007,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3007,seq=3007,mock-44910-42ec35c5-evt-003007,3007,173,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003008,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3008,seq=3008,mock-44910-42ec35c5-evt-003008,3008,173,,HOUSE_SOLD event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003009,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3009,seq=3009,mock-44910-42ec35c5-evt-003009,3009,173,,HOUSE_SOLD event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-000301,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=301,seq=301,mock-44910-42ec35c5-evt-000301,301,19,,TURN_ENDED event,[],[],[],resolved_frozen_artifact
mock-44910-42ec35c5-evt-003010,event,frozen_source,run/events.jsonl,run/events.jsonl,source_locator,seq=3010,seq=3010,mock-44910-42ec35c5-evt-003010,3010,173,,CASH_CHANGED event,[],[],[],resolved_frozen_artifact
