evidence_id,evidence_kind,turn_start,turn_end,decision_id,event_id_start,event_id_end,event_seq_start,event_seq_end,actor_or_parties,topic,primary_path,supporting_paths,review_status
decision-000359,decision,110,110,mock-321229807-87ca99d7-dec-000359,mock-321229807-87ca99d7-evt-002425,mock-321229807-87ca99d7-evt-002428,2425,2428,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000360,decision,111,111,mock-321229807-87ca99d7-dec-000360,mock-321229807-87ca99d7-evt-002431,mock-321229807-87ca99d7-evt-002435,2431,2435,Gemini 3.1 Pro Preview,JAIL_DECISION -> roll_for_doubles,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000361,decision,112,112,mock-321229807-87ca99d7-dec-000361,mock-321229807-87ca99d7-evt-002443,mock-321229807-87ca99d7-evt-002446,2443,2446,Grok 4.3,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000362,decision,113,113,mock-321229807-87ca99d7-dec-000362,mock-321229807-87ca99d7-evt-002449,mock-321229807-87ca99d7-evt-002457,2449,2457,Gemini 3.1 Pro Preview,JAIL_DECISION -> roll_for_doubles,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000363,decision,113,113,mock-321229807-87ca99d7-dec-000363,mock-321229807-87ca99d7-evt-002458,mock-321229807-87ca99d7-evt-002463,2458,2463,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> unmortgage_property,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000364,decision,113,113,mock-321229807-87ca99d7-dec-000364,mock-321229807-87ca99d7-evt-002464,mock-321229807-87ca99d7-evt-002467,2464,2467,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION -> end_turn,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
decision-000365,decision,114,114,mock-321229807-87ca99d7-dec-000365,mock-321229807-87ca99d7-evt-002474,mock-321229807-87ca99d7-evt-002487,2474,2487,Grok 4.3,LIQUIDATION_DECISION -> declare_bankruptcy,analysis/review/review_packet.jsonl,run/actions.jsonl;run/decisions.jsonl;run/events.jsonl,reviewed
event-000004,material_event,0,0,,mock-321229807-87ca99d7-evt-000004,mock-321229807-87ca99d7-evt-000004,4,4,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000010,material_event,0,0,,mock-321229807-87ca99d7-evt-000010,mock-321229807-87ca99d7-evt-000010,10,10,Claude Opus 4.8,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000011,material_event,0,0,,mock-321229807-87ca99d7-evt-000011,mock-321229807-87ca99d7-evt-000011,11,11,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000024,material_event,1,1,,mock-321229807-87ca99d7-evt-000024,mock-321229807-87ca99d7-evt-000024,24,24,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000025,material_event,1,1,,mock-321229807-87ca99d7-evt-000025,mock-321229807-87ca99d7-evt-000025,25,25,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000038,material_event,2,2,,mock-321229807-87ca99d7-evt-000038,mock-321229807-87ca99d7-evt-000038,38,38,Grok 4.3,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000039,material_event,2,2,,mock-321229807-87ca99d7-evt-000039,mock-321229807-87ca99d7-evt-000039,39,39,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000052,material_event,3,3,,mock-321229807-87ca99d7-evt-000052,mock-321229807-87ca99d7-evt-000052,52,52,Grok 4.3,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000053,material_event,3,3,,mock-321229807-87ca99d7-evt-000053,mock-321229807-87ca99d7-evt-000053,53,53,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000066,material_event,4,4,,mock-321229807-87ca99d7-evt-000066,mock-321229807-87ca99d7-evt-000066,66,66,OpenAI GPT 5.5,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000067,material_event,4,4,,mock-321229807-87ca99d7-evt-000067,mock-321229807-87ca99d7-evt-000067,67,67,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000093,material_event,4,4,,mock-321229807-87ca99d7-evt-000093,mock-321229807-87ca99d7-evt-000093,93,93,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000094,material_event,4,4,,mock-321229807-87ca99d7-evt-000094,mock-321229807-87ca99d7-evt-000094,94,94,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000095,material_event,4,4,,mock-321229807-87ca99d7-evt-000095,mock-321229807-87ca99d7-evt-000095,95,95,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000144,material_event,5,5,,mock-321229807-87ca99d7-evt-000144,mock-321229807-87ca99d7-evt-000144,144,144,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000145,material_event,5,5,,mock-321229807-87ca99d7-evt-000145,mock-321229807-87ca99d7-evt-000145,145,145,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000158,material_event,6,6,,mock-321229807-87ca99d7-evt-000158,mock-321229807-87ca99d7-evt-000158,158,158,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000159,material_event,6,6,,mock-321229807-87ca99d7-evt-000159,mock-321229807-87ca99d7-evt-000159,159,159,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000172,material_event,7,7,,mock-321229807-87ca99d7-evt-000172,mock-321229807-87ca99d7-evt-000172,172,172,Grok 4.3,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000173,material_event,7,7,,mock-321229807-87ca99d7-evt-000173,mock-321229807-87ca99d7-evt-000173,173,173,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000186,material_event,8,8,,mock-321229807-87ca99d7-evt-000186,mock-321229807-87ca99d7-evt-000186,186,186,OpenAI GPT 5.5,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000187,material_event,8,8,,mock-321229807-87ca99d7-evt-000187,mock-321229807-87ca99d7-evt-000187,187,187,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000213,material_event,8,8,,mock-321229807-87ca99d7-evt-000213,mock-321229807-87ca99d7-evt-000213,213,213,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000214,material_event,8,8,,mock-321229807-87ca99d7-evt-000214,mock-321229807-87ca99d7-evt-000214,214,214,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000223,material_event,9,9,,mock-321229807-87ca99d7-evt-000223,mock-321229807-87ca99d7-evt-000223,223,223,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000224,material_event,9,9,,mock-321229807-87ca99d7-evt-000224,mock-321229807-87ca99d7-evt-000224,224,224,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000226,material_event,9,9,,mock-321229807-87ca99d7-evt-000226,mock-321229807-87ca99d7-evt-000226,226,226,Claude Opus 4.8,SENT_TO_JAIL,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000231,material_event,10,10,,mock-321229807-87ca99d7-evt-000231,mock-321229807-87ca99d7-evt-000231,231,231,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000232,material_event,10,10,,mock-321229807-87ca99d7-evt-000232,mock-321229807-87ca99d7-evt-000232,232,232,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000233,material_event,10,10,,mock-321229807-87ca99d7-evt-000233,mock-321229807-87ca99d7-evt-000233,233,233,Gemini 3.1 Pro Preview,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000242,material_event,11,11,,mock-321229807-87ca99d7-evt-000242,mock-321229807-87ca99d7-evt-000242,242,242,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000243,material_event,11,11,,mock-321229807-87ca99d7-evt-000243,mock-321229807-87ca99d7-evt-000243,243,243,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000244,material_event,11,11,,mock-321229807-87ca99d7-evt-000244,mock-321229807-87ca99d7-evt-000244,244,244,Grok 4.3,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000253,material_event,12,12,,mock-321229807-87ca99d7-evt-000253,mock-321229807-87ca99d7-evt-000253,253,253,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000254,material_event,12,12,,mock-321229807-87ca99d7-evt-000254,mock-321229807-87ca99d7-evt-000254,254,254,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000255,material_event,12,12,,mock-321229807-87ca99d7-evt-000255,mock-321229807-87ca99d7-evt-000255,255,255,OpenAI GPT 5.5,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000281,material_event,12,12,,mock-321229807-87ca99d7-evt-000281,mock-321229807-87ca99d7-evt-000281,281,281,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000282,material_event,12,12,,mock-321229807-87ca99d7-evt-000282,mock-321229807-87ca99d7-evt-000282,282,282,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000283,material_event,12,12,,mock-321229807-87ca99d7-evt-000283,mock-321229807-87ca99d7-evt-000283,283,283,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000288,material_event,12,12,,mock-321229807-87ca99d7-evt-000288,mock-321229807-87ca99d7-evt-000288,288,288,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000289,material_event,12,12,,mock-321229807-87ca99d7-evt-000289,mock-321229807-87ca99d7-evt-000289,289,289,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000294,material_event,12,12,,mock-321229807-87ca99d7-evt-000294,mock-321229807-87ca99d7-evt-000294,294,294,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000295,material_event,12,12,,mock-321229807-87ca99d7-evt-000295,mock-321229807-87ca99d7-evt-000295,295,295,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000300,material_event,12,12,,mock-321229807-87ca99d7-evt-000300,mock-321229807-87ca99d7-evt-000300,300,300,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000301,material_event,12,12,,mock-321229807-87ca99d7-evt-000301,mock-321229807-87ca99d7-evt-000301,301,301,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000306,material_event,12,12,,mock-321229807-87ca99d7-evt-000306,mock-321229807-87ca99d7-evt-000306,306,306,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000307,material_event,12,12,,mock-321229807-87ca99d7-evt-000307,mock-321229807-87ca99d7-evt-000307,307,307,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000348,material_event,13,13,,mock-321229807-87ca99d7-evt-000348,mock-321229807-87ca99d7-evt-000348,348,348,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000355,material_event,13,13,,mock-321229807-87ca99d7-evt-000355,mock-321229807-87ca99d7-evt-000355,355,355,Claude Opus 4.8,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000356,material_event,13,13,,mock-321229807-87ca99d7-evt-000356,mock-321229807-87ca99d7-evt-000356,356,356,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000369,material_event,14,14,,mock-321229807-87ca99d7-evt-000369,mock-321229807-87ca99d7-evt-000369,369,369,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000370,material_event,14,14,,mock-321229807-87ca99d7-evt-000370,mock-321229807-87ca99d7-evt-000370,370,370,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000383,material_event,15,15,,mock-321229807-87ca99d7-evt-000383,mock-321229807-87ca99d7-evt-000383,383,383,Grok 4.3,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000384,material_event,15,15,,mock-321229807-87ca99d7-evt-000384,mock-321229807-87ca99d7-evt-000384,384,384,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000397,material_event,16,16,,mock-321229807-87ca99d7-evt-000397,mock-321229807-87ca99d7-evt-000397,397,397,OpenAI GPT 5.5,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000398,material_event,16,16,,mock-321229807-87ca99d7-evt-000398,mock-321229807-87ca99d7-evt-000398,398,398,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000444,material_event,16,16,,mock-321229807-87ca99d7-evt-000444,mock-321229807-87ca99d7-evt-000444,444,444,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000445,material_event,16,16,,mock-321229807-87ca99d7-evt-000445,mock-321229807-87ca99d7-evt-000445,445,445,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000446,material_event,16,16,,mock-321229807-87ca99d7-evt-000446,mock-321229807-87ca99d7-evt-000446,446,446,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000455,material_event,17,17,,mock-321229807-87ca99d7-evt-000455,mock-321229807-87ca99d7-evt-000455,455,455,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000456,material_event,17,17,,mock-321229807-87ca99d7-evt-000456,mock-321229807-87ca99d7-evt-000456,456,456,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000457,material_event,17,17,,mock-321229807-87ca99d7-evt-000457,mock-321229807-87ca99d7-evt-000457,457,457,Claude Opus 4.8,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000470,material_event,18,18,,mock-321229807-87ca99d7-evt-000470,mock-321229807-87ca99d7-evt-000470,470,470,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000471,material_event,18,18,,mock-321229807-87ca99d7-evt-000471,mock-321229807-87ca99d7-evt-000471,471,471,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000480,material_event,19,19,,mock-321229807-87ca99d7-evt-000480,mock-321229807-87ca99d7-evt-000480,480,480,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000493,material_event,20,20,,mock-321229807-87ca99d7-evt-000493,mock-321229807-87ca99d7-evt-000493,493,493,OpenAI GPT 5.5,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000494,material_event,20,20,,mock-321229807-87ca99d7-evt-000494,mock-321229807-87ca99d7-evt-000494,494,494,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000499,material_event,20,20,,mock-321229807-87ca99d7-evt-000499,mock-321229807-87ca99d7-evt-000499,499,499,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000500,material_event,20,20,,mock-321229807-87ca99d7-evt-000500,mock-321229807-87ca99d7-evt-000500,500,500,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000551,material_event,20,20,,mock-321229807-87ca99d7-evt-000551,mock-321229807-87ca99d7-evt-000551,551,551,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000552,material_event,20,20,,mock-321229807-87ca99d7-evt-000552,mock-321229807-87ca99d7-evt-000552,552,552,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000553,material_event,20,20,,mock-321229807-87ca99d7-evt-000553,mock-321229807-87ca99d7-evt-000553,553,553,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000554,material_event,20,20,,mock-321229807-87ca99d7-evt-000554,mock-321229807-87ca99d7-evt-000554,554,554,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000555,material_event,20,20,,mock-321229807-87ca99d7-evt-000555,mock-321229807-87ca99d7-evt-000555,555,555,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000564,material_event,21,21,,mock-321229807-87ca99d7-evt-000564,mock-321229807-87ca99d7-evt-000564,564,564,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000565,material_event,21,21,,mock-321229807-87ca99d7-evt-000565,mock-321229807-87ca99d7-evt-000565,565,565,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000566,material_event,21,21,,mock-321229807-87ca99d7-evt-000566,mock-321229807-87ca99d7-evt-000566,566,566,OpenAI GPT 5.5,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000597,material_event,21,21,,mock-321229807-87ca99d7-evt-000597,mock-321229807-87ca99d7-evt-000597,597,597,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000598,material_event,21,21,,mock-321229807-87ca99d7-evt-000598,mock-321229807-87ca99d7-evt-000598,598,598,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000599,material_event,21,21,,mock-321229807-87ca99d7-evt-000599,mock-321229807-87ca99d7-evt-000599,599,599,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000600,material_event,21,21,,mock-321229807-87ca99d7-evt-000600,mock-321229807-87ca99d7-evt-000600,600,600,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000619,material_event,22,22,,mock-321229807-87ca99d7-evt-000619,mock-321229807-87ca99d7-evt-000619,619,619,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000620,material_event,22,22,,mock-321229807-87ca99d7-evt-000620,mock-321229807-87ca99d7-evt-000620,620,620,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000629,material_event,23,23,,mock-321229807-87ca99d7-evt-000629,mock-321229807-87ca99d7-evt-000629,629,629,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000631,material_event,23,23,,mock-321229807-87ca99d7-evt-000631,mock-321229807-87ca99d7-evt-000631,631,631,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000636,material_event,23,23,,mock-321229807-87ca99d7-evt-000636,mock-321229807-87ca99d7-evt-000636,636,636,Claude Opus 4.8,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000637,material_event,23,23,,mock-321229807-87ca99d7-evt-000637,mock-321229807-87ca99d7-evt-000637,637,637,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000646,material_event,24,24,,mock-321229807-87ca99d7-evt-000646,mock-321229807-87ca99d7-evt-000646,646,646,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000647,material_event,24,24,,mock-321229807-87ca99d7-evt-000647,mock-321229807-87ca99d7-evt-000647,647,647,Gemini 3.1 Pro Preview,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000648,material_event,24,24,,mock-321229807-87ca99d7-evt-000648,mock-321229807-87ca99d7-evt-000648,648,648,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000649,material_event,24,24,,mock-321229807-87ca99d7-evt-000649,mock-321229807-87ca99d7-evt-000649,649,649,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000650,material_event,24,24,,mock-321229807-87ca99d7-evt-000650,mock-321229807-87ca99d7-evt-000650,650,650,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000651,material_event,24,24,,mock-321229807-87ca99d7-evt-000651,mock-321229807-87ca99d7-evt-000651,651,651,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000652,material_event,24,24,,mock-321229807-87ca99d7-evt-000652,mock-321229807-87ca99d7-evt-000652,652,652,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000653,material_event,24,24,,mock-321229807-87ca99d7-evt-000653,mock-321229807-87ca99d7-evt-000653,653,653,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000658,material_event,24,24,,mock-321229807-87ca99d7-evt-000658,mock-321229807-87ca99d7-evt-000658,658,658,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000659,material_event,24,24,,mock-321229807-87ca99d7-evt-000659,mock-321229807-87ca99d7-evt-000659,659,659,Gemini 3.1 Pro Preview,PROPERTY_UNMORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000664,material_event,24,24,,mock-321229807-87ca99d7-evt-000664,mock-321229807-87ca99d7-evt-000664,664,664,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000665,material_event,24,24,,mock-321229807-87ca99d7-evt-000665,mock-321229807-87ca99d7-evt-000665,665,665,Gemini 3.1 Pro Preview,PROPERTY_UNMORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000670,material_event,24,24,,mock-321229807-87ca99d7-evt-000670,mock-321229807-87ca99d7-evt-000670,670,670,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000671,material_event,24,24,,mock-321229807-87ca99d7-evt-000671,mock-321229807-87ca99d7-evt-000671,671,671,Gemini 3.1 Pro Preview,PROPERTY_UNMORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000680,material_event,25,25,,mock-321229807-87ca99d7-evt-000680,mock-321229807-87ca99d7-evt-000680,680,680,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000689,material_event,26,26,,mock-321229807-87ca99d7-evt-000689,mock-321229807-87ca99d7-evt-000689,689,689,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000690,material_event,26,26,,mock-321229807-87ca99d7-evt-000690,mock-321229807-87ca99d7-evt-000690,690,690,OpenAI GPT 5.5,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000691,material_event,26,26,,mock-321229807-87ca99d7-evt-000691,mock-321229807-87ca99d7-evt-000691,691,691,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-000696,material_event,26,26,,mock-321229807-87ca99d7-evt-000696,mock-321229807-87ca99d7-evt-000696,696,696,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
